,O3 (ppb),CO (ppm),SO2 (μg/m³),NO2 (μg/m³),PM2.5 (μg/m³),PM10 (μg/m³),Polluted
4448,90,0.1,57,30,39,89,1
4449,115,0.9,55,47,83,13,1
4450,108,0.0,52,22,84,44,0
4451,49,0.3,127,84,62,91,1
4452,23,0.6,16,129,14,41,0
4453,106,0.7,36,40,81,16,1
4454,85,0.9,121,121,67,83,1
4455,6,1.0,52,95,89,10,1
4456,45,0.4,96,96,81,88,1
4457,29,0.8,115,121,37,59,1
4458,29,0.8,90,63,74,58,1
4459,57,0.0,129,30,60,48,1
4460,103,0.9,113,14,84,27,1
4461,65,0.5,63,118,88,51,1
4462,32,0.7,112,117,73,95,1
4463,52,0.7,124,36,71,27,1
4464,50,0.1,22,117,58,91,0
4465,31,0.2,9,104,61,15,0
4466,68,0.1,75,126,28,29,1
4467,8,0.0,147,98,22,51,1
4468,54,0.4,139,26,36,100,1
4469,6,0.2,17,90,90,27,0
4470,26,0.7,13,84,86,35,0
4471,79,1.0,17,62,29,26,1
4472,36,0.3,24,85,39,15,0
4473,84,0.7,45,99,12,61,1
4474,72,0.9,70,112,23,34,1
4475,122,0.6,90,96,12,77,1
4476,37,0.4,29,16,30,20,0
4477,73,0.9,39,127,79,56,1
4478,17,0.7,95,110,85,27,1
4479,40,0.5,121,124,4,8,0
4480,31,0.0,121,25,20,40,0
4481,68,0.1,122,82,25,58,1
4482,66,0.8,143,92,25,61,1
4483,22,0.7,15,49,38,15,0
4484,13,0.3,55,82,66,15,0
4485,25,0.8,47,38,36,95,1
4486,33,0.9,99,108,61,45,1
4487,57,0.9,85,16,45,40,1
4488,108,0.9,84,79,29,20,1
4489,54,1.0,66,88,86,95,1
4490,111,0.2,39,48,43,54,1
4491,98,0.1,125,33,76,39,0
4492,116,0.6,86,123,79,29,1
4493,79,0.5,90,18,94,91,1
4494,73,0.2,149,13,97,33,0
4495,12,0.2,85,14,87,19,0
4496,91,0.5,27,68,42,19,0
4497,34,0.2,136,80,69,36,0
4498,102,0.2,129,108,80,20,1
4499,57,0.2,30,11,8,86,0
4500,88,0.4,30,103,25,43,0
4501,123,0.5,50,83,70,7,1
4502,39,0.1,41,99,4,12,0
4503,74,1.0,60,126,72,64,1
4504,125,0.6,149,99,23,88,1
4505,113,0.8,43,84,58,95,1
4506,34,0.9,92,95,7,90,1
4507,66,0.2,77,73,43,70,1
4508,5,0.8,122,62,73,71,1
4509,8,0.9,99,41,6,39,0
4510,15,0.4,97,83,68,26,0
4511,29,0.1,10,103,3,24,0
4512,117,0.9,65,50,25,35,1
4513,98,0.7,121,13,19,23,0
4514,63,0.4,146,81,68,7,1
4515,110,0.6,129,78,38,68,1
4516,48,0.0,28,36,12,32,0
4517,121,0.6,11,106,44,57,1
4518,103,0.1,89,106,86,37,1
4519,8,0.6,123,40,22,18,0
4520,54,1.0,81,64,49,25,1
4521,16,0.5,110,48,35,49,0
4522,96,0.5,65,102,87,68,1
4523,21,0.4,121,130,81,39,0
4524,41,0.5,44,75,57,42,0
4525,23,0.0,8,73,79,79,0
4526,65,0.6,102,10,60,50,1
4527,69,0.7,122,130,69,70,1
4528,111,0.0,100,55,21,42,1
4529,83,0.5,18,93,34,29,0
